Factor,estimate,.y.,group1,group2,n1,n2,statistic,p,conf.low,conf.high,method,alternative,p.adj,Mean1,Mean2,Mean.diff.log,comparisons,lab.p.adj,lab.p,label,Sites
Dysosmobacter_sp_NSJ_60,-0.0791088114018089,Value,BL,T04,20,20,87,0.522,-0.250732298720447,0.153765291334828,Wilcoxon,two.sided,0.99807,-2.80268048488088,-2.7788038344808,0.0235960607679308,BL/T04,ns,ns,ns/ns,VA
Dysosmobacter_welbionis,-0.0238348694563073,Value,BL,T04,20,20,99,0.841,-0.228192650561124,0.178092535603991,Wilcoxon,two.sided,0.99807,-2.62871979754855,-2.60327615764473,0.0251253383694205,BL/T04,ns,ns,ns/ns,VA
Eggerthella_lenta,-0.0242989236286735,Value,BL,T04,20,20,99,0.841,-0.372853089776353,0.271463078264958,Wilcoxon,two.sided,0.99807,-2.90986640302725,-2.8307193070849,0.0761710031589859,BL/T04,ns,ns,ns/ns,VA
Eisenbergiella_massiliensis,-0.105815076899262,Value,BL,T04,20,20,92,0.648,-0.474641987788612,0.340610505373266,Wilcoxon,two.sided,0.99807,-2.88705301481577,-2.84639243504796,0.0398556843700462,BL/T04,ns,ns,ns/ns,VA
Eisenbergiella_tayi,0.142561422528486,Value,BL,T04,20,20,129,0.388,-0.142462230260456,0.521652851984641,Wilcoxon,two.sided,0.99807,-2.85448648061713,-3.05246627324424,-0.180636631960936,BL/T04,ns,ns,ns/ns,VA
Enterobacter_hormaechei,0.165164460425023,Value,BL,T04,20,20,154,0.0696,-0.0361338653167518,0.346709447865782,Wilcoxon,two.sided,0.977426086956522,-2.61472204082715,-2.83487769428783,-0.198978435410752,BL/T04,ns,ns,ns/ns,VA
Enterobacter_kobei,0.136743525843675,Value,BL,T04,20,20,133,0.312,-0.106032864013574,0.428503726833618,Wilcoxon,two.sided,0.99807,-2.71634596631994,-2.88576349304932,-0.156505784443744,BL/T04,ns,ns,ns/ns,VA
Enterocloster_aldenensis,0.0216773790983816,Value,BL,T04,20,20,110,0.869,-0.224208824934814,0.239770029813957,Wilcoxon,two.sided,0.99807,-2.76428526695795,-2.7541674002154,0.0100670237893872,BL/T04,ns,ns,ns/ns,VA
Enterocloster_asparagiformis,-0.109181131396071,Value,BL,T04,20,20,87,0.522,-0.413820506643296,0.138046651733686,Wilcoxon,two.sided,0.99807,-2.78387900909855,-2.62474488811897,0.147673278956277,BL/T04,ns,ns,ns/ns,VA
Enterocloster_bolteae,0.0542926112072799,Value,BL,T04,20,20,117,0.674,-0.167598131758477,0.256343708351501,Wilcoxon,two.sided,0.99807,-2.63254846616328,-2.67753596168004,-0.0440049193325099,BL/T04,ns,ns,ns/ns,VA
Enterocloster_citroniae,-0.00715964406044145,Value,BL,T04,20,20,104,0.985,-0.286830288178972,0.229987380829717,Wilcoxon,two.sided,1,-2.69768151598943,-2.67782043594432,0.0196664219864594,BL/T04,ns,ns,ns/ns,VA
Enterocloster_clostridioformis,-0.0711652932004504,Value,BL,T04,20,20,93,0.674,-0.408900862621158,0.236835617638862,Wilcoxon,two.sided,0.99807,-2.75562642133899,-2.68028712952233,0.0726362320765901,BL/T04,ns,ns,ns/ns,VA
Enterocloster_lavalensis,0.066600471946429,Value,BL,T04,20,20,122,0.546,-0.2366696874344,0.356608134665606,Wilcoxon,two.sided,0.99807,-2.6981881931124,-2.74032246742666,-0.0412707971349899,BL/T04,ns,ns,ns/ns,VA
Enterocloster_SGB14313,-0.0122770655085227,Value,BL,T04,20,20,103,0.956,-0.317105629361911,0.499662256431918,Wilcoxon,two.sided,1,-2.75097604971978,-2.89807541165373,-0.137236462062181,BL/T04,ns,ns,ns/ns,VA
Erysipelatoclostridium_ramosum,-0.203784398377072,Value,BL,T04,20,20,66,0.154,-0.484658942086597,0.0828365749371713,Wilcoxon,two.sided,0.99807,-2.72878519071151,-2.54144247404904,0.171717799028161,BL/T04,ns,ns,ns/ns,VA
Escherichia_coli,0.231498870581615,Value,BL,T04,20,20,155,0.0637,-0.0122463360821772,0.439789327111634,Wilcoxon,two.sided,0.977426086956522,-2.44707893288127,-2.66876091490158,-0.200228583034203,BL/T04,ns,ns,ns/ns,VA
Eubacteriaceae_bacterium,-0.180199083027452,Value,BL,T04,20,20,73,0.245,-0.392628276382102,0.09114403691807,Wilcoxon,two.sided,0.99807,-2.80293970732994,-2.66722251162687,0.12726434186192,BL/T04,ns,ns,ns/ns,VA
Eubacteriales_unclassified_SGB15145,-0.0566087773831034,Value,BL,T04,20,20,93,0.674,-0.312929901310822,0.220723539917022,Wilcoxon,two.sided,0.99807,-2.74288238454122,-2.69449906730221,0.0472492797489512,BL/T04,ns,ns,ns/ns,VA
Eubacterium_ramulus,0.0071247481756711,Value,BL,T04,20,20,107,0.956,-0.278020963814611,0.319273230305266,Wilcoxon,two.sided,1,-2.87049877973462,-2.92005599344809,-0.0483683740031977,BL/T04,ns,ns,ns/ns,VA
Eubacterium_rectale,-0.058727162075991,Value,BL,T04,20,20,86,0.498,-0.178035216828113,0.172216250391799,Wilcoxon,two.sided,0.99807,-2.44424043110569,-2.43936687308693,0.00486172067927125,BL/T04,ns,ns,ns/ns,VA
Eubacterium_SGB6276,-0.0538698565947472,Value,BL,T04,20,20,100,0.869,-0.243041690028711,0.187557220643023,Wilcoxon,two.sided,0.99807,-2.61669341780582,-2.58987396478786,0.0264661151197346,BL/T04,ns,ns,ns/ns,VA
Eubacterium_siraeum,0.00579467642227993,Value,BL,T04,20,20,106,0.985,-0.350233959007099,0.481687729320526,Wilcoxon,two.sided,1,-2.81567628222508,-2.93191575896804,-0.109965425834204,BL/T04,ns,ns,ns/ns,VA
Eubacterium_sp_AF16_48,-0.0914101013389815,Value,BL,T04,20,20,79,0.349,-0.314263987138121,0.152198938188618,Wilcoxon,two.sided,0.99807,-2.91071561864352,-2.85787250221248,0.0514942348071619,BL/T04,ns,ns,ns/ns,VA
Eubacterium_sp_AF34_35BH,0.135124890892773,Value,BL,T04,20,20,131,0.349,-0.226639143388039,0.501486543748605,Wilcoxon,two.sided,0.99807,-2.76353098830455,-2.92136302994463,-0.146549326869644,BL/T04,ns,ns,ns/ns,VA
Eubacterium_ventriosum,-0.230206236444806,Value,BL,T04,20,20,55,0.0637,-0.468404831866498,0.0295084943056483,Wilcoxon,two.sided,0.977426086956522,-2.82773117728586,-2.60792650213654,0.198690743590795,BL/T04,ns,ns,ns/ns,VA
Evtepia_gabavorous,-0.110123448534318,Value,BL,T04,20,20,93,0.674,-0.499759085624657,0.219759282725816,Wilcoxon,two.sided,0.99807,-2.82221308762936,-2.65661590547847,0.153233558386406,BL/T04,ns,ns,ns/ns,VA
Faecalibacillus_faecis,0.0608931554977622,Value,BL,T04,20,20,115,0.729,-0.207782658468197,0.611828228187882,Wilcoxon,two.sided,0.99807,-2.80049366435978,-2.98949532446884,-0.173114013930591,BL/T04,ns,ns,ns/ns,VA
Faecalibacillus_intestinalis,-0.131432191250045,Value,BL,T04,20,20,80,0.368,-0.404314666612553,0.19432297839673,Wilcoxon,two.sided,0.99807,-2.85637490767288,-2.78536524885828,0.0686018099259656,BL/T04,ns,ns,ns/ns,VA
Faecalibacterium_prausnitzii,-0.0202742748820398,Value,BL,T04,20,20,98,0.812,-0.173117981028487,0.161573869005868,Wilcoxon,two.sided,0.99807,-1.95210350772451,-1.91214676784491,0.0391791160185142,BL/T04,ns,ns,ns/ns,VA
Faecalibacterium_SGB15315,-0.178019287965663,Value,BL,T04,20,20,76,0.294,-0.610331668156951,0.228848182817159,Wilcoxon,two.sided,0.99807,-3.00356350724018,-2.83218641151713,0.158180061573946,BL/T04,ns,ns,ns/ns,VA
Faecalibacterium_SGB15346,0.0219928043487844,Value,BL,T04,20,20,112,0.812,-0.218671413269174,0.20046598349891,Wilcoxon,two.sided,0.99807,-2.49137689635264,-2.46524738501772,0.0257939681535806,BL/T04,ns,ns,ns/ns,VA
Faecalicatena_fissicatena,0.0578751635335707,Value,BL,T04,20,20,117,0.674,-0.137325668820844,0.253827453064757,Wilcoxon,two.sided,0.99807,-2.65110234516845,-2.70125058530509,-0.0489313352868292,BL/T04,ns,ns,ns/ns,VA
Faecalimonas_umbilicata,-0.0811197507964583,Value,BL,T04,20,20,89,0.571,-0.434545766980192,0.260488294659049,Wilcoxon,two.sided,0.99807,-2.89207272318359,-2.79259851448454,0.0948320734379242,BL/T04,ns,ns,ns/ns,VA
Firmicutes_bacterium_AF16_15,0.202871636578809,Value,BL,T04,20,20,156,0.0583,-0.0162117084341675,0.43280550771821,Wilcoxon,two.sided,0.977426086956522,-2.60083962361355,-2.78577726508246,-0.169690149969456,BL/T04,ns,ns,ns/ns,VA
Flavonifractor_plautii,-0.126226267508292,Value,BL,T04,20,20,54,0.0583,-0.252451265375071,0.00785518377759464,Wilcoxon,two.sided,0.977426086956522,-2.63806747198051,-2.51837182373591,0.113056905739533,BL/T04,ns,ns,ns/ns,VA
Fusicatenibacter_saccharivorans,0.0393672134401387,Value,BL,T04,20,20,114,0.756,-0.239023597345275,0.326186161478814,Wilcoxon,two.sided,0.99807,-2.62371914881757,-2.64505340841136,-0.0211098701228024,BL/T04,ns,ns,ns/ns,VA
Fusobacterium_mortiferum,-0.0258860674202678,Value,BL,T04,20,20,97,0.784,-0.345266574864815,0.271277877187691,Wilcoxon,two.sided,0.99807,-2.83859405712366,-2.78252804698973,0.0545506929269464,BL/T04,ns,ns,ns/ns,VA
Fusobacterium_ulcerans,0.0564659837264428,Value,BL,T04,20,20,122,0.546,-0.261238595507871,0.347224410347311,Wilcoxon,two.sided,0.99807,-2.85821670061028,-2.79185109726271,0.0642562344367719,BL/T04,ns,ns,ns/ns,VA
Fusobacterium_varium,0.0793823450538251,Value,BL,T04,20,20,119,0.622,-0.288541290593449,0.489576469817602,Wilcoxon,two.sided,0.99807,-2.96473630894274,-3.06536749049399,-0.0958838166534786,BL/T04,ns,ns,ns/ns,VA
Gemmiger_formicilis,-0.000142237676474588,Value,BL,T04,20,20,105,1,-0.289000679678294,0.269667375060837,Wilcoxon,two.sided,1,-2.67215107101869,-2.74580042798819,-0.0710634595107855,BL/T04,ns,ns,ns/ns,VA
Gemmiger_SGB15295,0.0755804211269644,Value,BL,T04,20,20,121,0.571,-0.20676209496499,0.312260208372214,Wilcoxon,two.sided,0.99807,-2.80729177626798,-2.78910423930588,0.0180241221461128,BL/T04,ns,ns,ns/ns,VA
GGB13493_SGB15238,0.153703496012965,Value,BL,T04,20,20,134,0.294,-0.111818895474745,0.441822659648721,Wilcoxon,two.sided,0.99807,-2.78021451240337,-2.93247048113219,-0.141721732669136,BL/T04,ns,ns,ns/ns,VA
GGB1495_SGB2071,-0.139070826115299,Value,BL,T04,20,20,77,0.312,-0.479242355787638,0.16829417370678,Wilcoxon,two.sided,0.99807,-2.8799257213154,-2.69870924189484,0.166544822213066,BL/T04,ns,ns,ns/ns,VA
GGB16040_SGB9347,-0.0862455674910829,Value,BL,T04,20,20,84,0.452,-0.322233788338809,0.128233000770112,Wilcoxon,two.sided,0.99807,-2.81427724142895,-2.71587962999248,0.0938524008848425,BL/T04,ns,ns,ns/ns,VA
GGB1663_SGB2279,0.0779701480017867,Value,BL,T04,20,20,130,0.368,-0.127897902727225,0.336999034456969,Wilcoxon,two.sided,0.99807,-2.72093825555811,-2.83448639947366,-0.107551443345995,BL/T04,ns,ns,ns/ns,VA
GGB2998_SGB3988,-0.0405594830999514,Value,BL,T04,20,20,100,0.869,-0.397285866910432,0.512953688621944,Wilcoxon,two.sided,0.99807,-2.74387488280292,-2.82194213910372,-0.0751698604300576,BL/T04,ns,ns,ns/ns,VA
GGB3175_SGB4191,-0.121941073780727,Value,BL,T04,20,20,88,0.546,-0.582224513328119,0.364792986806249,Wilcoxon,two.sided,0.99807,-2.98325256810172,-2.88390440030679,0.0947174294306515,BL/T04,ns,ns,ns/ns,VA
GGB3256_SGB4303,0.13624975360985,Value,BL,T04,20,20,125,0.475,-0.194732398523516,0.456228724410031,Wilcoxon,two.sided,0.99807,-2.70381962750409,-2.85198589939307,-0.138166123549864,BL/T04,ns,ns,ns/ns,VA
GGB3277_SGB4327,0.0709700212732797,Value,BL,T04,20,20,121,0.571,-0.128135301898373,0.259012280626628,Wilcoxon,two.sided,0.99807,-2.65461932974388,-2.718738455863,-0.0621473452905974,BL/T04,ns,ns,ns/ns,VA
GGB3278_SGB4328,-0.0438089130883796,Value,BL,T04,20,20,100,0.869,-0.401272477998269,0.28275574487383,Wilcoxon,two.sided,0.99807,-2.84664143213732,-2.78702938038161,0.0579028522239845,BL/T04,ns,ns,ns/ns,VA
GGB3304_SGB4367,0.0547551581984865,Value,BL,T04,20,20,113,0.784,-0.260030146134136,0.384827412366687,Wilcoxon,two.sided,0.99807,-2.68985169185005,-2.75914379903329,-0.0669968474600886,BL/T04,ns,ns,ns/ns,VA
GGB3321_SGB4394,0.0159406448799388,Value,BL,T04,20,20,106,0.985,-0.385360953721752,0.335970601153424,Wilcoxon,two.sided,1,-2.83685497172893,-2.79494408744045,0.0410564159583514,BL/T04,ns,ns,ns/ns,VA
GGB33469_SGB15236,-0.0934147756023302,Value,BL,T04,20,20,89,0.571,-0.42864890433287,0.279905048901918,Wilcoxon,two.sided,0.99807,-2.85991471177987,-2.77223581365825,0.0840459744712822,BL/T04,ns,ns,ns/ns,VA
GGB3363_SGB4447,-0.145910108523251,Value,BL,T04,20,20,78,0.33,-0.621743271625655,0.14659424640523,Wilcoxon,two.sided,0.99807,-2.87748073767978,-2.62867287255274,0.22218938834711,BL/T04,ns,ns,ns/ns,VA
GGB3363_SGB4448,0.110754184888173,Value,BL,T04,20,20,122,0.546,-0.212851883077858,0.395517660408222,Wilcoxon,two.sided,0.99807,-2.74703950145492,-2.84764747914613,-0.095862734110081,BL/T04,ns,ns,ns/ns,VA
GGB33928_SGB15225,-0.143307212762948,Value,BL,T04,20,20,70,0.202,-0.467082612188808,0.109240577193991,Wilcoxon,two.sided,0.99807,-2.92016102820395,-2.68153723996277,0.214000915086771,BL/T04,ns,ns,ns/ns,VA
GGB3486_SGB4658,-0.0671927022731764,Value,BL,T04,20,20,86,0.498,-0.385997906249998,0.176006236142425,Wilcoxon,two.sided,0.99807,-2.92966904298665,-2.74620034967979,0.168449696987345,BL/T04,ns,ns,ns/ns,VA
GGB3490_SGB4664,-0.231782892950609,Value,BL,T04,20,20,67,0.165,-0.506579761151146,0.0606471604397378,Wilcoxon,two.sided,0.99807,-2.94974848068163,-2.73753534827146,0.192447724010581,BL/T04,ns,ns,ns/ns,VA
GGB3612_SGB4882,-0.173782180064785,Value,BL,T04,20,20,68,0.177,-0.409836658534695,0.086046664458191,Wilcoxon,two.sided,0.99807,-2.97055324302792,-2.79415143318732,0.162460466153339,BL/T04,ns,ns,ns/ns,VA
GGB3619_SGB4894,0.0798852449000513,Value,BL,T04,20,20,117,0.674,-0.211632676415868,0.401155536833663,Wilcoxon,two.sided,0.99807,-2.75712817967591,-2.85480959202947,-0.0932001483014486,BL/T04,ns,ns,ns/ns,VA
GGB3632_SGB4921,-0.0878842129082339,Value,BL,T04,20,20,85,0.475,-0.335028059969124,0.159770655763142,Wilcoxon,two.sided,0.99807,-2.84635221107774,-2.7451781872708,0.0963769050205743,BL/T04,ns,ns,ns/ns,VA
GGB3653_SGB4964,-0.00505786006635545,Value,BL,T04,20,20,104,0.985,-0.155503212810431,0.156141550929568,Wilcoxon,two.sided,1,-2.6563481544639,-2.65812651810652,-0.00177678422623814,BL/T04,ns,ns,ns/ns,VA
GGB3746_SGB5089,0.0567107339468521,Value,BL,T04,20,20,114,0.756,-0.183412238001625,0.269071705334736,Wilcoxon,two.sided,0.99807,-2.60849324500927,-2.66962877760599,-0.0593395919041945,BL/T04,ns,ns,ns/ns,VA
GGB3815_SGB5180,0.0368287254419195,Value,BL,T04,20,20,117,0.674,-0.271003615162473,0.289313472998114,Wilcoxon,two.sided,0.99807,-2.79514135006591,-2.79886546791938,-0.00371720049529034,BL/T04,ns,ns,ns/ns,VA
GGB3819_SGB5184,-0.113966046793402,Value,BL,T04,20,20,85,0.475,-0.426791871725157,0.177385895978341,Wilcoxon,two.sided,0.99807,-2.87706271457271,-2.7510300562718,0.118700533116536,BL/T04,ns,ns,ns/ns,VA
GGB3828_SGB5197,0.119154226732554,Value,BL,T04,20,20,123,0.522,-0.323350515104877,0.581456444985932,Wilcoxon,two.sided,0.99807,-2.80622951516694,-2.93380734722694,-0.120071820664077,BL/T04,ns,ns,ns/ns,VA
GGB42994_SGB4746,0.181857905787973,Value,BL,T04,20,20,149,0.105,-0.0472220781324122,0.405765609476856,Wilcoxon,two.sided,0.99807,-2.74108040154894,-2.95145343729804,-0.190928606103336,BL/T04,ns,ns,ns/ns,VA
GGB4578_SGB6328,-0.000152653878136455,Value,BL,T04,20,20,105,1,-0.328555912580951,0.241620709854115,Wilcoxon,two.sided,1,-2.82282436548797,-2.74732216965281,0.0727877114112939,BL/T04,ns,ns,ns/ns,VA
GGB4596_SGB6358,-0.0398232370076529,Value,BL,T04,20,20,85,0.475,-0.31365516159112,0.295832282776587,Wilcoxon,two.sided,0.99807,-2.88713815208605,-2.86579202251622,0.0211214920839326,BL/T04,ns,ns,ns/ns,VA
GGB4599_SGB6362,0.109061405713407,Value,BL,T04,20,20,117,0.674,-0.430329840896952,0.452234505952865,Wilcoxon,two.sided,0.99807,-2.98883248272716,-2.96185452339716,0.0266204694989903,BL/T04,ns,ns,ns/ns,VA
GGB4605_SGB6376,-0.13044357341611,Value,BL,T04,20,20,75,0.277,-0.495021740816146,0.151671425937848,Wilcoxon,two.sided,0.99807,-3.00097920105386,-2.84360725411955,0.146151871859979,BL/T04,ns,ns,ns/ns,VA
GGB4651_SGB6438,-0.00321786641985933,Value,BL,T04,20,20,103,0.956,-0.329622864446792,0.297884002965463,Wilcoxon,two.sided,1,-2.8111153182712,-2.78430887307319,0.0264534469702301,BL/T04,ns,ns,ns/ns,VA
GGB4684_SGB6478,0.0577100425394431,Value,BL,T04,20,20,108,0.927,-0.308996644075163,0.533368994588448,Wilcoxon,two.sided,0.99807,-2.82413759271715,-2.96084191397855,-0.128133129288057,BL/T04,ns,ns,ns/ns,VA
GGB51269_SGB5062,-0.000987993369149787,Value,BL,T04,20,20,105,1,-0.351680454863544,0.367612505663759,Wilcoxon,two.sided,1,-2.80701439550968,-2.82128201453219,-0.014166794432471,BL/T04,ns,ns,ns/ns,VA
GGB51647_SGB4348,-0.244731102379729,Value,BL,T04,20,20,49,0.0362,-0.619419298075769,-0.0171535930469549,Wilcoxon,two.sided,0.977426086956522,-2.91898567789555,-2.52267742281759,0.333831793057653,BL/T04,ns,*,*/ns,VA
GGB51884_SGB49168,0.0438167913171534,Value,BL,T04,20,20,115,0.729,-0.177057676584371,0.296305270340272,Wilcoxon,two.sided,0.99807,-2.70301016027399,-2.78849716687299,-0.0820287402958954,BL/T04,ns,ns,ns/ns,VA
GGB53985_SGB6367,0.151881372748593,Value,BL,T04,20,20,126,0.452,-0.192991174282686,0.439430291106119,Wilcoxon,two.sided,0.99807,-2.74834525715136,-2.89230770120927,-0.134498063798033,BL/T04,ns,ns,ns/ns,VA
GGB58714_SGB5072,0.120831733716523,Value,BL,T04,20,20,127,0.43,-0.161563437698549,0.425247071260652,Wilcoxon,two.sided,0.99807,-2.71905965945657,-2.83355880416841,-0.108405106424775,BL/T04,ns,ns,ns/ns,VA
GGB6569_SGB9281,0.0716648449983335,Value,BL,T04,20,20,127,0.43,-0.246447901468188,0.429328840441358,Wilcoxon,two.sided,0.99807,-2.66466555781767,-2.86465385896705,-0.182311807704244,BL/T04,ns,ns,ns/ns,VA
GGB79734_SGB15291,0.126969219489639,Value,BL,T04,20,20,130,0.368,-0.145084470492311,0.388818277106053,Wilcoxon,two.sided,0.99807,-2.66719141201803,-2.77562797990066,-0.102950525056337,BL/T04,ns,ns,ns/ns,VA
GGB79916_SGB4587,0.0817506689656801,Value,BL,T04,20,20,125,0.475,-0.222482936710491,0.285857398449675,Wilcoxon,two.sided,0.99807,-2.74766714214543,-2.75383307069818,-0.00614699699585316,BL/T04,ns,ns,ns/ns,VA
GGB80011_SGB15265,-0.0140077842100933,Value,BL,T04,20,20,99,0.841,-0.148401680808968,0.209439806807855,Wilcoxon,two.sided,0.99807,-2.6952475371295,-2.74734541513679,-0.0507861499184535,BL/T04,ns,ns,ns/ns,VA
GGB80011_SGB15267,0.0372417037675412,Value,BL,T04,20,20,116,0.701,-0.215376855405584,0.316061236346455,Wilcoxon,two.sided,0.99807,-2.75384205348115,-2.7888629951412,-0.0344216600006128,BL/T04,ns,ns,ns/ns,VA
GGB9061_SGB13979,-0.0740383403022351,Value,BL,T04,20,20,88,0.546,-0.365009923416281,0.129823520033796,Wilcoxon,two.sided,0.99807,-2.85436342772436,-2.76598925269318,0.084685000184205,BL/T04,ns,ns,ns/ns,VA
GGB9062_SGB13981,0.0843765041710466,Value,BL,T04,20,20,124,0.498,-0.159679257411586,0.287275993393122,Wilcoxon,two.sided,0.99807,-2.77458680574884,-2.82588382047021,-0.0500246539888182,BL/T04,ns,ns,ns/ns,VA
GGB9063_SGB13982,0.123401205948882,Value,BL,T04,20,20,140,0.202,-0.0666537007784587,0.339269861665762,Wilcoxon,two.sided,0.99807,-2.69694485811515,-2.87502679984441,-0.163887642852021,BL/T04,ns,ns,ns/ns,VA
GGB9302_SGB14263,0.13878389580149,Value,BL,T04,20,20,127,0.43,-0.211242272970772,0.461573923785135,Wilcoxon,two.sided,0.99807,-2.75613408166172,-2.89627477268849,-0.131151667973001,BL/T04,ns,ns,ns/ns,VA
GGB9342_SGB14306,-0.175221721388741,Value,BL,T04,20,20,73,0.245,-0.521853942181102,0.160379174094343,Wilcoxon,two.sided,0.99807,-2.8556531366873,-2.72215072693238,0.12531231690489,BL/T04,ns,ns,ns/ns,VA
GGB9345_SGB14311,0.145809800521057,Value,BL,T04,20,20,134,0.294,-0.142429034394224,0.382884549012001,Wilcoxon,two.sided,0.99807,-2.67494734128173,-2.79606624635119,-0.114327208999692,BL/T04,ns,ns,ns/ns,VA
GGB9480_SGB14874,-0.00998139711716872,Value,BL,T04,20,20,102,0.927,-0.311281563042802,0.27392268229077,Wilcoxon,two.sided,0.99807,-2.79398873949573,-2.76479107116665,0.0287795359050838,BL/T04,ns,ns,ns/ns,VA
GGB9524_SGB14924,0.131582115537858,Value,BL,T04,20,20,130,0.368,-0.197883209345505,0.487542266242132,Wilcoxon,two.sided,0.99807,-2.91021766470989,-3.03053358153989,-0.113610714131357,BL/T04,ns,ns,ns/ns,VA
GGB9593_SGB15015,-0.0188932536628444,Value,BL,T04,20,20,101,0.898,-0.23748608046396,0.241001939598065,Wilcoxon,two.sided,0.99807,-2.72140495575378,-2.70873774589592,0.012587651902157,BL/T04,ns,ns,ns/ns,VA
GGB9595_SGB15019,0.0179252066020861,Value,BL,T04,20,20,109,0.898,-0.260936295916549,0.298756799341776,Wilcoxon,two.sided,0.99807,-2.69032988228529,-2.72076754834855,-0.029983630497266,BL/T04,ns,ns,ns/ns,VA
GGB9602_SGB15028,0.127181905388652,Value,BL,T04,20,20,145,0.143,-0.0411643619423798,0.528469084908363,Wilcoxon,two.sided,0.99807,-2.58311573636067,-2.82099812239646,-0.213402166547207,BL/T04,ns,ns,ns/ns,VA
GGB9602_SGB15031,0.119226650543937,Value,BL,T04,20,20,133,0.312,-0.122103212926637,0.353931401086706,Wilcoxon,two.sided,0.99807,-2.55452787093834,-2.67583114749182,-0.114491648582882,BL/T04,ns,ns,ns/ns,VA
GGB9614_SGB15049,-0.0562122536031456,Value,BL,T04,20,20,87,0.522,-0.265933158887599,0.138784429588225,Wilcoxon,two.sided,0.99807,-2.7979412746897,-2.71324562364243,0.081299441696051,BL/T04,ns,ns,ns/ns,VA
GGB9616_SGB15051,-0.0324730543734394,Value,BL,T04,20,20,100,0.869,-0.261700155587349,0.213073456041826,Wilcoxon,two.sided,0.99807,-2.70003927035257,-2.69133999239011,0.00866165726840886,BL/T04,ns,ns,ns/ns,VA
GGB9616_SGB15052,-0.00483216324332703,Value,BL,T04,20,20,104,0.985,-0.25120177660011,0.284745182765535,Wilcoxon,two.sided,1,-2.77342904019285,-2.7853457000887,-0.0118462155926018,BL/T04,ns,ns,ns/ns,VA
GGB9627_SGB15081,-0.00280124115673119,Value,BL,T04,20,20,105,1,-0.364794506970294,0.158548839444871,Wilcoxon,two.sided,1,-2.91540480874813,-2.84044470310928,0.0722835498573623,BL/T04,ns,ns,ns/ns,VA
GGB9634_SGB15093,0.332012989132799,Value,BL,T04,20,20,175,0.0073,0.0878424283774559,0.591817289985711,Wilcoxon,two.sided,0.536826,-2.61397691156206,-2.95199487346278,-0.291189386055928,BL/T04,ns,**,**/ns,VA
GGB9635_SGB15103,-0.0437322370547822,Value,BL,T04,20,20,94,0.701,-0.433132349254989,0.246033651848902,Wilcoxon,two.sided,0.99807,-2.82827465641223,-2.74337830682002,0.0814844520993515,BL/T04,ns,ns,ns/ns,VA
GGB9635_SGB15106,-0.247411242191615,Value,BL,T04,20,20,35,0.0073,-0.471455372263179,-0.0706703919183171,Wilcoxon,two.sided,0.536826,-2.92162146928466,-2.63078250987447,0.255292363115607,BL/T04,ns,**,**/ns,VA
GGB9677_SGB15180,0.131993173417101,Value,BL,T04,20,20,124,0.498,-0.207052289355736,0.465740772602423,Wilcoxon,two.sided,0.99807,-2.78898495963014,-2.90857846035558,-0.112965673645381,BL/T04,ns,ns,ns/ns,VA
GGB9691_SGB15198,-0.0746732230680218,Value,BL,T04,20,20,91,0.622,-0.306472140969022,0.215201847041299,Wilcoxon,two.sided,0.99807,-2.84379653898284,-2.80019216971522,0.0426804609980284,BL/T04,ns,ns,ns/ns,VA
GGB9699_SGB15216,-0.0316571485580674,Value,BL,T04,20,20,98,0.812,-0.254261730150354,0.186718455546125,Wilcoxon,two.sided,0.99807,-2.71764601796106,-2.68800622602651,0.0292090245080434,BL/T04,ns,ns,ns/ns,VA
